,Δ len_01_norm_unicode,Δ len_02_dehyphen,Δ len_03_strip_summary,Δ len_04_smart_join,Δ len_05_cut_from_od,Δ len_06_norm_orden_dia,Δ len_07_strip_roster_stage,Δ len_08_strip_procedural,Δ len_09_postfix,Δ len_10_after_legal_cut,Δ len_11_final,Δ n_legal_blocks,Δ ratio_after_legal,Δ ratio_after_procedural,Δ ratio_after_summary
run_label,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev
file_name,,,,,,,,,,,,,,,
49_2024-04-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-04-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-04-17_crr_6755.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-05-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-05-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-05-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-05-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-06-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-06-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-07-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-07-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-07-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-07-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-08-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-08-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-08-07_crr_6789.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-08-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-08-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-08-14_crr_6798.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-09-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-09-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-09-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-09-10_crr_6813.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-09-10_crr_6814.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-09-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-09-11_crr_6817.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-12-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-12-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2025-02-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2025-02-10_crr_6843.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2025-02-10_crr_6844.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2025-02-10_crr_6846.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-02-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-03-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-03-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-03-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-03-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-04-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-04-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-04-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-04-09_crr_6873.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-04-23_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-05-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-05-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-05-22_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-05-28_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-06-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-06-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-06-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-06-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-06-17_crr_6906.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-07-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-07-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-07-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
50_2025-07-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
